Unix Timestamp,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Offloading Decision,Bandwidth
1582077846,1682,0,0,0,0,1,236,235,1595,15.82,1,24693
1582080369,1683,0,0,0,0,1,228,228,1543,99.23,1,305
1582087937,1686,1,0,0,0,0,220,211,1870,99.67,1,47379
1582098029,1690,0,0,1,0,0,225,221,1988,23.73,1,29592
1582103075,1692,0,1,0,0,0,228,227,1561,85.78,1,47918
1582110644,1695,0,0,1,0,0,223,215,1589,90.87,1,44619
1582143442,1708,0,0,0,0,1,223,216,1978,16.33,0,6229
1582145965,1709,1,0,0,0,0,224,216,1662,44.57,0,29271
1582176240,1721,0,0,1,0,0,220,217,1987,92.05,1,26566
1582181286,1723,0,0,0,0,1,237,228,1515,78.8,0,9296
1582186332,1725,0,1,0,0,0,231,223,1768,83.74,0,8536
1582191377,1727,1,0,0,0,0,224,221,1662,19.77,1,43975
1582198946,1730,0,1,0,0,0,226,223,1801,81.59,0,34268
1582206515,1733,0,0,0,0,1,223,218,1827,47.21,1,5294
1582241836,1747,0,1,0,0,0,231,222,1931,40.14,1,8011
1582267065,1757,1,0,0,0,0,236,234,1919,89.63,0,28639
1582289772,1766,0,1,0,0,0,222,215,1850,12.14,1,44382
1582322570,1779,0,0,0,0,1,232,228,1682,50.25,1,12375
1582340230,1786,0,0,0,1,0,227,218,1847,35.03,1,4053
1582357891,1793,0,0,0,0,1,237,235,1731,30.58,0,27260
1582431056,1822,1,0,0,0,0,227,219,1664,72.02,1,32328
1582451239,1830,0,1,0,0,0,225,225,1662,33.98,0,2053
1582468900,1837,0,0,0,0,1,229,227,1870,72.75,0,30381
1582499175,1849,0,1,0,0,0,236,235,1807,19.91,1,45905
1582501698,1850,0,0,0,0,1,227,218,1581,85.01,1,22525
1582504221,1851,0,0,1,0,0,237,232,1940,94.1,0,7431
1582537019,1864,1,0,0,0,0,238,234,1745,48.68,1,39619
1582577386,1880,0,1,0,0,0,238,234,1501,35.83,0,745
1582582432,1882,0,1,0,0,0,235,231,1758,13.59,0,4346
1582595046,1887,0,1,0,0,0,237,235,1845,29.12,1,12825
1582607661,1892,0,0,1,0,0,235,233,1960,87.37,1,18626
1582620276,1897,1,0,0,0,0,225,217,1502,57.11,0,46968
1582630367,1901,0,0,0,1,0,226,218,1999,86.18,1,30553
1582632890,1902,0,0,0,0,1,231,229,1568,36.57,0,31562
1582650551,1909,1,0,0,0,0,224,221,1704,48.68,1,10782
1582675780,1919,0,1,0,0,0,233,231,1684,81.52,1,17874
1582693441,1926,0,0,1,0,0,239,230,1878,73.88,0,16200
1582721193,1937,0,0,0,0,1,222,220,1964,38.57,1,48899
1582743899,1946,0,0,0,0,1,232,223,1556,28.09,0,15608
1582784266,1962,1,0,0,0,0,231,224,1998,60.65,1,1175
1582812018,1973,1,0,0,0,0,225,220,1884,30.66,1,46941
1582824633,1978,0,0,1,0,0,223,219,1893,83.05,1,45776
1582832202,1981,0,0,1,0,0,238,237,1660,51.62,1,7350
1582839771,1984,1,0,0,0,0,229,228,1609,95.29,1,17214
1582857431,1991,0,0,0,0,1,224,217,1753,19.06,1,20984
1582877615,1999,0,0,0,0,1,230,225,1803,61.53,1,25131
1582902844,2009,0,1,0,0,0,222,215,1568,26.67,1,1250
1582915459,2014,1,0,0,0,0,236,235,1531,15.61,0,33602
1582960871,2032,0,0,1,0,0,223,222,1696,75.95,0,21075
1582965917,2034,1,0,0,0,0,230,227,1529,78.63,1,39304
1582973486,2037,0,1,0,0,0,233,225,1697,74,1,8279
1582988623,2043,0,0,1,0,0,226,223,1638,96.49,0,8472
1582996192,2046,1,0,0,0,0,234,234,1855,32.42,1,23158
1583023945,2057,1,0,0,0,0,239,234,1721,59.7,0,10004
1583036559,2062,1,0,0,0,0,236,230,1691,76.91,1,36809
1583041605,2064,0,0,0,1,0,227,218,1514,29.32,1,20769
1583089541,2083,0,1,0,0,0,224,216,1818,78.54,0,36926
1583092064,2084,0,0,0,1,0,238,238,1687,51.94,0,22920
1583114770,2093,0,1,0,0,0,220,213,1883,24.28,1,35501
1583124862,2097,0,0,1,0,0,224,219,1526,51.27,0,20229
1583127385,2098,0,0,1,0,0,224,220,1752,83.31,1,48815
1583129908,2099,0,0,1,0,0,230,230,1721,89.98,1,10513
1583165229,2113,0,0,0,1,0,230,221,1659,99.86,1,7993
1583182889,2120,0,1,0,0,0,237,231,1709,10.95,1,3600
1583225779,2137,0,0,1,0,0,235,226,1892,13.65,0,30993
1583240917,2143,0,1,0,0,0,223,216,1582,26.2,0,23202
1583266146,2153,0,0,1,0,0,222,222,1960,32.61,0,28867
1583278760,2158,1,0,0,0,0,231,230,1609,92.69,1,19742
1583283806,2160,0,1,0,0,0,237,237,1811,73.81,1,18346
1583303990,2168,0,1,0,0,0,225,216,1896,23.05,1,17143
1583326696,2177,0,0,0,0,1,237,234,1791,24.71,1,8097
1583331742,2179,1,0,0,0,0,221,219,1848,45.07,1,23081
1583336788,2181,0,1,0,0,0,221,218,1549,67.6,0,29389
1583351925,2187,0,1,0,0,0,223,219,1584,62.21,0,1737
1583372109,2195,0,1,0,0,0,238,230,1870,15.36,1,21167
1583389769,2202,0,1,0,0,0,235,227,1881,57.77,1,33383
1583412476,2211,1,0,0,0,0,229,220,1881,12.99,1,32668
1583427613,2217,0,0,0,1,0,236,227,1576,57.79,1,13955
1583437705,2221,0,0,1,0,0,220,218,1980,31.84,0,32709
1583452843,2227,0,0,0,0,1,228,224,1599,96.93,1,19588
1583478072,2237,0,1,0,0,0,228,220,1712,81.3,0,12523
1583495733,2244,0,0,0,1,0,232,230,1735,53.42,0,39699
1583498255,2245,0,0,0,0,1,233,225,1573,15.12,1,17364
1583543668,2263,0,0,0,0,1,235,234,1964,42.53,1,781
1583551237,2266,1,0,0,0,0,227,223,1788,51.32,0,32240
1583563852,2271,0,0,1,0,0,228,222,1850,50.97,0,20150
1583568898,2273,0,1,0,0,0,223,216,1788,76.87,0,26194
1583573943,2275,0,0,0,0,1,234,229,1784,39.7,0,15947
1583591604,2282,0,0,0,1,0,225,219,1669,59.65,0,7028
1583596650,2284,0,0,0,0,1,237,237,1815,35.3,0,23428
1583631971,2298,0,0,0,0,1,228,220,1998,53.09,0,40696
1583654677,2307,0,1,0,0,0,223,220,1983,29.79,0,19720
1583674861,2315,0,1,0,0,0,226,226,1830,34.27,0,8696
1583682429,2318,0,0,1,0,0,237,230,1872,60.13,1,33926
1583684952,2319,0,0,0,0,1,220,216,1923,54.22,0,42544
1583710182,2329,1,0,0,0,0,226,217,1533,24.69,1,16439
1583712705,2330,1,0,0,0,0,220,218,1630,11.52,0,1660
1583740457,2341,0,0,0,1,0,222,219,1802,17.99,0,27430
1583745503,2343,0,0,0,0,1,221,221,1671,13.67,1,4508
1583753071,2346,0,0,1,0,0,223,214,1813,22.29,0,30917
1583758117,2348,0,1,0,0,0,228,223,1858,44.72,0,9217
1583773255,2354,0,0,0,1,0,229,221,1872,12.83,0,16641
1583778301,2356,0,1,0,0,0,238,237,1743,66.28,1,5965
1583795961,2363,0,0,0,0,1,229,226,1822,66.81,0,5085
1583831282,2377,0,1,0,0,0,237,234,1716,56.19,0,27751
1583843897,2382,0,0,0,1,0,234,233,1613,43.52,1,47078
1583853989,2386,0,0,0,1,0,236,228,1999,98.1,1,9015
1583909493,2408,0,0,0,1,0,220,211,1622,23.24,1,4745
1583962475,2429,0,0,0,1,0,233,233,1733,69.81,0,44975
1583975089,2434,1,0,0,0,0,230,224,1535,80.02,1,44220
1583977612,2435,1,0,0,0,0,238,234,1607,25.74,0,22504
1584000319,2444,1,0,0,0,0,228,223,1793,31.49,0,32527
1584007887,2447,0,0,0,1,0,227,219,1586,49.24,0,29790
1584083575,2477,1,0,0,0,0,230,226,1518,33.2,0,11428
1584101236,2484,0,0,1,0,0,224,220,1773,61.89,1,20423
1584136557,2498,0,1,0,0,0,234,233,1923,46.52,0,8587
1584156740,2506,0,0,0,1,0,236,236,1695,64.07,1,5888
1584171878,2512,0,0,1,0,0,233,227,1665,10.6,0,35232
1584176924,2514,0,0,0,0,1,225,217,1754,66.83,1,33929
1584189538,2519,0,1,0,0,0,238,234,1661,80.89,1,12767
1584222336,2532,0,1,0,0,0,225,218,1744,71.97,0,120
1584232428,2536,1,0,0,0,0,231,228,1798,85.13,1,47668
1584234951,2537,0,1,0,0,0,228,228,1928,32.84,1,45706
1584239997,2539,0,0,0,1,0,223,223,1561,27.92,1,41780
1584252612,2544,0,1,0,0,0,226,225,1737,55.56,0,13313
1584255135,2545,0,0,1,0,0,228,228,1533,69.01,1,9526
1584260180,2547,0,0,1,0,0,230,229,1799,25.95,1,1277
1584285410,2557,1,0,0,0,0,228,220,1517,87.87,0,1186
1584330823,2575,0,0,0,0,1,228,222,1706,24.03,0,38057
1584351006,2583,0,0,0,1,0,234,231,1536,72.09,0,23108
1584393896,2600,1,0,0,0,0,222,221,1627,77.5,0,48339
1584419125,2610,0,1,0,0,0,231,230,1647,96.27,0,41514
1584426694,2613,0,0,0,1,0,231,222,1632,22.82,1,9657
1584446877,2621,0,0,1,0,0,222,214,1761,56.84,0,31712
1584462015,2627,0,0,0,0,1,225,217,1728,71.09,0,37790
1584467061,2629,0,0,0,0,1,239,238,1688,61.1,1,34902
1584482198,2635,1,0,0,0,0,228,227,1698,16.42,0,33755
1584484721,2636,0,1,0,0,0,227,226,1616,99.69,1,3236
1584487244,2637,0,0,1,0,0,221,220,1673,25.14,0,28003
1584494813,2640,1,0,0,0,0,239,237,1861,48.99,1,34003
1584504905,2644,1,0,0,0,0,228,227,1892,47.07,0,3514
1584507428,2645,0,0,0,1,0,227,227,1930,31.01,1,20793
1584532657,2655,0,0,0,1,0,227,222,1980,85.3,1,2821
1584550317,2662,1,0,0,0,0,225,218,1684,98.79,0,4118
1584557886,2665,0,0,0,1,0,225,221,1581,55.5,0,1305
1584562932,2667,0,0,0,1,0,231,227,1611,38.6,0,13252
1584570501,2670,1,0,0,0,0,221,219,1672,73.18,1,22977
1584575547,2672,0,0,0,0,1,230,229,1659,12.14,1,3033
1584585638,2676,1,0,0,0,0,234,227,1641,29.53,1,30819
1584590684,2678,0,0,0,0,1,222,218,1760,64.45,1,19870
1584595730,2680,0,0,0,1,0,237,234,1626,43.31,1,40985
1584613391,2687,0,0,0,1,0,226,218,1690,77.92,0,17970
1584638620,2697,0,0,0,0,1,237,237,1772,81.27,1,26423
1584651235,2702,0,0,1,0,0,232,229,1764,43.83,0,44591
1584668895,2709,0,0,0,1,0,224,218,1509,80,0,33210
1584691602,2718,1,0,0,0,0,224,223,1568,56.37,0,175
1584716831,2728,0,0,0,0,1,225,225,1854,78.58,0,2426
1584734491,2735,0,0,1,0,0,228,224,1629,43.98,0,18068
